132.408676,0.963805,0.598773,0.030610
-46.000000,0.328623,0.519639,0.482986
-28.000000,0.385540,0.397748,0.723045
37.000000,0.748192,0.673818,0.164342
-37.000000,0.400769,0.876675,0.307871
-37.000000,0.718009,0.621876,0.647114
-50.000000,0.671804,0.962493,0.955260
-39.000000,0.970519,0.145787,0.847224
-35.000000,0.747215,0.559465,0.775689
38.000000,0.220496,0.591968,0.325541
23.000000,0.122166,0.694601,0.534104
-39.000000,0.945830,0.082217,0.575213
34.000000,0.591998,0.200323,0.743584
-41.000000,0.163549,0.637318,0.678671
33.000000,0.482162,0.894620,0.740745
38.000000,0.495041,0.391003,0.460768
-41.000000,0.424726,0.080111,0.339702
28.000000,0.554491,0.966277,0.977630
-29.000000,0.280404,0.133946,0.617298
26.000000,0.839137,0.001007,0.942228
31.000000,0.105777,0.226997,0.219398
-23.000000,0.921628,0.590258,0.251808
32.000000,0.482559,0.101444,0.476913
-42.000000,0.017121,0.651234,0.656636
-27.000000,0.928953,0.186254,0.687887
-38.000000,0.862758,0.359111,0.056459
-35.000000,0.823389,0.793817,0.458571
29.000000,0.417951,0.259835,0.674306
23.000000,0.895718,0.240577,0.345164
40.000000,0.137791,0.300424,0.726524
24.000000,0.291055,0.604389,0.176580
26.000000,0.905209,0.957640,0.312967
36.000000,0.948088,0.768273,0.936003
-31.000000,0.616321,0.847926,0.330851
-23.000000,0.037172,0.221412,0.738090
-33.000000,0.081332,0.312418,0.526505
-23.000000,0.934874,0.128239,0.242653
34.000000,0.411969,0.438276,0.194708
31.000000,0.677908,0.219611,0.602741
36.000000,0.517930,0.194952,0.850887
-40.000000,0.340831,0.302072,0.018525
-56.000000,0.359142,0.097507,0.179998
-53.000000,0.875698,0.527757,0.364849
-42.000000,0.261422,0.694174,0.536180
24.000000,0.928098,0.671438,0.603656
-30.000000,0.470473,0.221290,0.204993
24.000000,0.294748,0.127049,0.713157
-23.000000,0.608539,0.602496,0.520707
34.000000,0.228919,0.398175,0.299112
-58.000000,0.501022,0.709250,0.583575
28.000000,0.093997,0.662984,0.530106
29.000000,0.660390,0.834407,0.433119
-38.000000,0.764153,0.753258,0.897763
35.000000,0.703116,0.747826,0.090487
-57.000000,0.978057,0.970763,0.439619
26.000000,0.719993,0.164251,0.201910
26.000000,0.659474,0.522996,0.785791
20.000000,0.745354,0.221931,0.524277
-26.000000,0.207343,0.264321,0.942412
31.000000,0.050691,0.568163,0.385479
22.000000,0.946867,0.964141,0.523209
22.000000,0.592761,0.803552,0.976196
40.000000,0.418531,0.188910,0.811975
21.000000,0.290536,0.588366,0.991699
33.000000,0.530931,0.913755,0.419843
-21.000000,0.337657,0.668233,0.058992
25.000000,0.051271,0.495651,0.029328
27.000000,0.206214,0.395001,0.420423
-44.000000,0.188086,0.114628,0.841487
-21.000000,0.949797,0.940184,0.182287
20.000000,0.658681,0.320231,0.273232
-25.000000,0.506455,0.784814,0.920438
-21.000000,0.549303,0.335734,0.304758
36.000000,0.548051,0.261788,0.769250
-38.000000,0.873745,0.668630,0.113895
40.000000,0.080050,0.277444,0.874538
-31.000000,0.489731,0.647603,0.182318
-25.000000,0.327708,0.339152,0.968413
29.000000,0.279580,0.986511,0.722495
21.000000,0.996643,0.741386,0.061098
40.000000,0.927671,0.114017,0.358165
32.000000,0.082858,0.264382,0.198157
-26.000000,0.452315,0.518174,0.754295
-51.000000,0.612751,0.993072,0.362774
-33.000000,0.624409,0.714957,0.845088
-45.000000,0.781976,0.427869,0.741844
-27.000000,0.318064,0.754265,0.920133
-49.000000,0.000183,0.415418,0.621052
23.000000,0.409406,0.627613,0.877743
-49.000000,0.853847,0.530168,0.717887
-30.000000,0.427381,0.922605,0.646107
40.000000,0.399945,0.566179,0.719718
32.000000,0.972289,0.298990,0.611866
40.000000,0.471480,0.865535,0.836421
28.000000,0.560106,0.445631,0.767266
32.000000,0.890713,0.084567,0.507035
-57.000000,0.199469,0.036805,0.007660
24.000000,0.617206,0.794427,0.989166
29.000000,0.053499,0.881924,0.474471
-26.000000,0.649709,0.507492,0.970367
-46.000000,0.418134,0.388256,0.066256
27.000000,0.549913,0.991974,0.706870
39.000000,0.899686,0.496628,0.985198
-32.000000,0.803705,0.971740,0.582476
22.000000,0.432539,0.139134,0.372845
23.000000,0.394208,0.938688,0.961516
-32.000000,0.729484,0.262337,0.866512
-58.000000,0.046297,0.003510,0.165929
22.000000,0.913450,0.450087,0.480239
-49.000000,0.287515,0.555528,0.627247
21.000000,0.837916,0.742515,0.413343
-42.000000,0.870998,0.209723,0.171148
-51.000000,0.346263,0.453261,0.624897
-53.000000,0.012757,0.263588,0.117252
-57.000000,0.408887,0.366314,0.507401
23.000000,0.031098,0.818262,0.099490
-29.000000,0.905209,0.009003,0.874722
27.000000,0.333598,0.316050,0.716880
-40.000000,0.629719,0.189062,0.580584
38.000000,0.222663,0.417066,0.979766
32.000000,0.913602,0.323435,0.601581
21.000000,0.451704,0.873348,0.625294
-22.000000,0.202033,0.455214,0.807672
24.000000,0.726829,0.863552,0.884335
22.000000,0.022004,0.040101,0.528825
-21.000000,0.067995,0.292764,0.190802
-33.000000,0.912076,0.338084,0.105075
38.000000,0.561510,0.704611,0.761925
-30.000000,0.009705,0.168371,0.738975
-28.000000,0.666707,0.456435,0.020234
21.000000,0.690817,0.228828,0.780755
-38.000000,0.267251,0.456343,0.998779
-33.000000,0.535173,0.399884,0.074160
23.000000,0.445998,0.787805,0.351054
-45.000000,0.077975,0.450179,0.296213
28.000000,0.789178,0.851527,0.807489
31.000000,0.977050,0.421888,0.718894
-46.000000,0.117710,0.647755,0.311777
33.000000,0.409833,0.434584,0.922269
21.000000,0.239051,0.926572,0.000580
-28.000000,0.822016,0.952757,0.017396
25.000000,0.185553,0.305338,0.853328
-40.000000,0.373486,0.540971,0.331645
-43.000000,0.693258,0.705741,0.036592
-40.000000,0.771203,0.711478,0.348460
-24.000000,0.388867,0.048585,0.353404
36.000000,0.800134,0.293130,0.873531
35.000000,0.016755,0.713584,0.075076
34.000000,0.559374,0.088382,0.998291
32.000000,0.157811,0.610034,0.862636
25.000000,0.909604,0.295114,0.045869
-37.000000,0.474075,0.750725,0.305765
32.000000,0.961150,0.450850,0.848292
-29.000000,0.161107,0.925810,0.335002
22.000000,0.581866,0.382122,0.479354
-28.000000,0.953459,0.286050,0.449232
-34.000000,0.629200,0.522294,0.701071
35.000000,0.767235,0.097995,0.302683
-47.000000,0.870968,0.767205,0.472945
27.000000,0.048372,0.782708,0.006989
21.000000,0.761223,0.291055,0.670919
-43.000000,0.464370,0.407758,0.002411
29.000000,0.050539,0.898618,0.870266
-39.000000,0.842677,0.741508,0.103153
-29.000000,0.561724,0.367412,0.588061
37.000000,0.523820,0.087008,0.578936
38.000000,0.838618,0.336161,0.989196
28.000000,0.424207,0.169866,0.933531
40.000000,0.279550,0.391949,0.537492
28.000000,0.547410,0.577258,0.210761
27.000000,0.462905,0.715506,0.120792
39.000000,0.052187,0.489364,0.657979
-41.000000,0.385144,0.670919,0.402844
29.000000,0.355937,0.861324,0.079806
40.000000,0.945830,0.301889,0.215155
-47.000000,0.383251,0.473495,0.035188
35.000000,0.606281,0.839656,0.708762
-40.000000,0.625874,0.531144,0.083560
-39.000000,0.268563,0.230171,0.292947
-42.000000,0.196509,0.225745,0.908139
-49.000000,0.314982,0.771630,0.259438
24.000000,0.906705,0.678671,0.482070
35.000000,0.815851,0.780267,0.381787
27.000000,0.188116,0.159154,0.955412
-30.000000,0.168401,0.711875,0.805292
21.000000,0.272774,0.409040,0.060030
-53.000000,0.035493,0.027161,0.938169
38.000000,0.360118,0.879025,0.691641
-59.000000,0.371746,0.295846,0.442701
28.000000,0.282235,0.300821,0.487350
-34.000000,0.713095,0.345714,0.023652
-24.000000,0.207923,0.475845,0.615192
36.000000,0.086673,0.135380,0.746422
-55.000000,0.473098,0.289651,0.997284
-56.000000,0.409925,0.759880,0.671316
-56.000000,0.130833,0.866634,0.399487
-50.000000,0.729209,0.635975,0.663228
-46.000000,0.242012,0.919645,0.750298
-49.000000,0.996765,0.863063,0.656972
-22.000000,0.959319,0.121616,0.701559
29.000000,0.301798,0.797998,0.495682
24.000000,0.573168,0.865474,0.642811
-26.000000,0.461135,0.688803,0.301798
-54.000000,0.860622,0.150639,0.652211
-35.000000,0.123630,0.234718,0.721519
36.000000,0.126743,0.290963,0.767602
-39.000000,0.712973,0.907193,0.463973
23.000000,0.378155,0.301859,0.040254
37.000000,0.350902,0.480453,0.808374
-45.000000,0.868862,0.491623,0.050935
-25.000000,0.605487,0.810022,0.898526
23.000000,0.714866,0.741722,0.958556
34.000000,0.513779,0.878201,0.541337
40.000000,0.086215,0.018616,0.859828
34.000000,0.255776,0.300272,0.058748
33.000000,0.280343,0.532701,0.084811
27.000000,0.867122,0.425886,0.774834
-23.000000,0.384899,0.781396,0.035981
-41.000000,0.975799,0.879086,0.871242
-23.000000,0.620136,0.091556,0.082888
33.000000,0.299753,0.218146,0.379437
31.000000,0.533250,0.623005,0.560747
-47.000000,0.460402,0.405683,0.391003
-41.000000,0.912931,0.440962,0.682852
32.000000,0.794519,0.748344,0.026429
32.000000,0.527360,0.793298,0.290902
20.000000,0.872616,0.285470,0.284555
-46.000000,0.331523,0.352763,0.906613
-43.000000,0.264321,0.869289,0.014222
-31.000000,0.989410,0.646687,0.834407
22.000000,0.281411,0.423536,0.596606
30.000000,0.881039,0.337138,0.974700
31.000000,0.642750,0.985198,0.365703
-44.000000,0.152287,0.113926,0.827906
27.000000,0.287240,0.801935,0.057344
21.000000,0.736106,0.366344,0.056856
37.000000,0.471725,0.498581,0.771203
-51.000000,0.526902,0.903256,0.639210
-40.000000,0.063845,0.701010,0.947295
-30.000000,0.435713,0.348216,0.822108
20.000000,0.705588,0.635304,0.691336
35.000000,0.882839,0.576189,0.591266
-24.000000,0.472884,0.629078,0.512406
28.000000,0.562670,0.147954,0.022614
29.000000,0.365032,0.806330,0.382031
22.000000,0.544237,0.224158,0.779351
-51.000000,0.924650,0.029786,0.186468
39.000000,0.985321,0.680837,0.837275
26.000000,0.800287,0.458205,0.035432
30.000000,0.296030,0.262123,0.692526
